"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2","5","6","11","142","225","142","220","673","C0003076"
"2","3","3","19","221","321","428","541","667","C0003076"
"2","3","12","19","31","1","426","55","78","C0003076"
"2","3","3","19","221","321","428","541","667","C0003076"
"2","5","8","63","45","23","306","390","158","C0003076"
"2","3","3","19","221","321","428","541","667","C0003076"
"2","3","3","19","221","321","428","541","667","C0003076"
"2","3","12","22","33","323","66","101","664","C0003079"
"2","3","12","19","31","1","426","55","78","C0003079"
"2","3","2","69","83","101","126","170","224","C0003119"
"2","5","7","53","51","342","79","560","373","C0003119"
"2","3","3","19","221","321","428","541","667","C0003119"
"2","3","12","19","31","1","426","55","78","C0003119"
"2","3","3","19","221","321","428","541","667","C0003119"
"2","3","12","41","116","321","428","54","667","C0003119"
"2","3","12","19","31","276","91","433","664","C0003119"
"2","3","12","19","221","321","428","541","667","C0003119"
"2","3","12","41","85","266","76","287","78","C0003119"
"2","3","3","19","151","276","91","433","118","C0003119"
"2","5","7","53","51","342","454","573","492","C0003119"
"2","3","3","19","221","321","428","423","389","C0003119"
"2","5","7","42","36","71","177","223","219","C0003119"
"2","5","4","68","96","326","427","548","672","C0003125"
"2","5","7","53","51","335","444","423","373","C0003125"
"2","3","12","19","31","261","116","159","211","C0003126"
"2","3","5","105","155","250","291","152","420","C0003126"
"2","5","7","53","14","20","25","40","186","C0003126"
"2","5","8","63","36","166","341","390","158","C0003126"
"2","5","7","53","14","20","25","40","186","C0003126"
"2","5","7","53","14","20","25","40","186","C0003126"
"2","5","7","53","51","342","79","560","373","C0003126"
"2","3","2","74","58","112","148","193","263","C0003126"
"2","5","8","63","45","23","103","464","187","C0003126"
"2","5","4","68","96","326","427","548","672","C0003126"
"2","5","7","53","51","342","79","560","373","C0003126"
"2","3","3","19","221","321","428","541","667","C0003126"
"2","3","3","19","221","321","428","541","667","C0003126"
"2","3","12","19","31","118","155","287","116","C0003126"
"2","3","12","76","153","40","38","54","75","C0003126"
"2","5","7","41","219","238","118","543","214","C0003126"
"2","3","5","43","161","305","409","208","482","C0003126"
"2","5","7","53","14","20","25","40","186","C0003126"
"2","3","5","43","161","305","409","208","482","C0003126"
"2","3","3","19","221","321","428","423","389","C0003126"
"2","5","7","53","14","20","25","40","186","C0003126"
"2","3","5","42","81","296","399","201","274","C0003126"
"2","3","12","41","219","339","156","568","697","C0003165"
"2","3","12","53","51","119","156","489","416","C0003165"
"2","5","7","53","51","119","25","489","416","C0003165"
"2","3","12","41","219","339","156","568","697","C0003165"
"2","5","5","34","52","216","397","418","568","C0003460"
"2","3","5","80","81","166","397","418","568","C0003460"
"2","5","7","53","51","342","454","573","492","C0003460"
"2","5","4","68","96","326","427","548","672","C0003460"
"2","5","4","68","96","326","427","548","672","C0003460"
"2","5","7","34","52","216","395","549","674","C0003460"
"2","5","7","53","51","342","454","573","492","C0003486"
"2","5","7","53","51","342","454","573","492","C0003486"
"2","5","8","63","45","23","103","464","187","C0003486"
"2","3","12","19","219","339","259","423","605","C0003486"
"2","5","7","34","52","216","395","573","492","C0003486"
"2","5","3","19","221","342","259","423","389","C0003486"
"2","5","4","68","96","326","427","548","672","C0003486"
"2","5","7","53","51","342","259","423","389","C0003486"
"2","5","7","53","45","23","103","464","187","C0003486"
"2","3","12","41","219","339","259","423","605","C0003486"
"2","3","2","28","191","306","143","452","258","C0003492"
"2","3","12","76","153","40","38","54","75","C0003492"
"2","3","12","76","153","40","38","54","75","C0003492"
"2","3","12","76","153","40","38","54","75","C0003492"
"2","3","2","19","151","276","48","69","204","C0003492"
"2","3","12","63","45","184","103","572","658","C0003492"
"2","5","7","53","184","335","259","560","373","C0003492"
"2","3","12","19","31","1","426","55","78","C0003492"
"2","5","7","53","51","342","259","423","389","C0003492"
"2","3","12","76","153","40","38","54","75","C0003492"
"2","3","12","76","153","40","38","54","75","C0003492"
"2","3","3","19","151","276","91","433","118","C0003492"
"2","3","12","53","219","342","259","423","389","C0003492"
"2","3","12","19","31","1","426","55","78","C0003492"
"2","5","7","34","52","216","30","46","72","C0003492"
"2","3","2","110","85","237","433","547","671","C0003492"
"2","3","12","41","119","330","214","454","144","C0003492"
"2","5","7","53","51","143","428","236","667","C0003492"
"2","5","7","53","14","20","34","540","68","C0003492"
"2","5","7","53","14","20","34","540","68","C0003492"
"2","3","3","19","221","321","428","541","667","C0003492"
"2","3","12","19","31","118","155","287","116","C0003492"
"2","5","7","60","54","24","30","46","72","C0003492"
"2","3","2","90","167","266","367","500","577","C0003492"
"2","3","12","19","219","339","259","423","605","C0003492"
"2","5","7","53","14","20","25","40","186","C0003492"
"2","5","7","34","52","216","30","46","72","C0003492"
"2","5","7","60","54","24","30","46","72","C0003492"
"2","5","7","60","54","24","30","46","72","C0003492"
"2","5","7","34","52","24","30","46","72","C0003492"
"2","3","2","95","151","160","378","173","229","C0003493"
"2","5","7","53","51","342","454","573","492","C0003493"
"2","5","7","53","51","342","454","573","492","C0003493"
"2","3","2","95","2","342","378","173","702","C0003493"
"2","5","7","34","52","216","395","573","492","C0003493"
"2","3","7","34","52","216","395","549","674","C0003493"
"2","5","2","48","52","342","240","569","666","C0003496"
"2","3","8","63","45","23","103","464","187","C0003496"
"2","5","7","53","51","342","454","573","492","C0003496"
"2","5","7","53","51","342","454","573","492","C0003496"
"2","5","7","34","52","216","395","573","492","C0003496"
"2","5","7","53","51","342","454","573","492","C0003499"
"2","5","7","53","51","342","454","573","492","C0003499"
"2","3","2","22","170","50","119","463","153","C0003499"
"2","3","7","60","153","40","38","93","75","C0003499"
"2","3","12","19","31","1","426","55","78","C0003499"
"2","3","12","19","31","261","116","1","86","C0003499"
"2","3","12","19","31","276","91","433","118","C0003499"
"2","3","12","19","31","276","91","433","118","C0003499"
"2","5","7","53","14","20","34","540","68","C0003499"
"2","3","5","80","81","166","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","4","68","96","326","427","548","672","C0003504"
"2","3","2","103","189","303","29","475","467","C0003504"
"2","5","6","11","142","225","142","220","673","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","4","53","14","20","34","540","68","C0003504"
"2","3","12","19","31","1","426","55","78","C0003504"
"2","5","8","63","45","23","103","464","187","C0003504"
"2","3","2","48","170","50","119","444","556","C0003504"
"2","3","12","76","153","40","38","54","75","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","8","63","45","23","103","464","187","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","3","12","19","219","339","259","423","605","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","5","7","53","51","342","454","573","702","C0003504"
"2","3","12","41","219","339","156","568","697","C0003504"
"2","5","7","53","51","342","259","423","389","C0003504"
"2","5","7","53","45","23","103","464","187","C0003504"
"2","3","12","41","219","339","259","423","605","C0003504"
"2","5","7","53","51","342","454","573","492","C0003504"
"2","3","5","80","81","166","454","573","492","C0003507"
"2","5","7","53","51","342","454","573","492","C0003507"
"2","3","6","11","142","225","38","331","506","C0003507"
"2","3","12","41","116","268","434","468","213","C0003507"
"2","3","2","103","189","303","29","475","467","C0003507"
"2","3","2","74","205","191","396","408","620","C0003507"
"2","3","5","92","163","262","136","460","566","C0003507"
"2","3","12","76","18","75","38","1","212","C0003507"
"2","3","12","19","31","1","426","55","78","C0003507"
"2","5","7","53","51","342","454","573","492","C0003507"
"2","5","7","53","51","342","454","573","492","C0003507"
"2","5","7","53","51","342","454","573","492","C0003507"
"2","3","7","34","52","216","395","21","599","C0003507"
"2","3","3","19","151","276","91","433","118","C0003507"
"2","3","12","19","221","143","428","236","667","C0003507"
"2","3","12","41","219","339","156","568","697","C0003507"
"2","3","12","26","105","178","226","297","156","C0003507"
"2","5","7","53","14","184","25","40","669","C0003507"
"2","3","12","60","45","184","155","287","78","C0003507"
"2","3","12","19","219","339","259","423","605","C0003507"
"2","5","8","35","41","77","40","57","80","C0003537"
"2","3","8","63","45","23","103","464","187","C0003537"
"2","5","8","27","36","342","454","573","628","C0003537"
"2","5","7","53","51","342","454","573","492","C0003537"
"2","5","7","34","52","216","395","549","674","C0003537"
"2","5","7","53","51","143","428","236","667","C0003537"
"2","5","7","53","14","20","25","223","219","C0003537"
"2","5","7","53","51","335","444","560","373","C0003537"
"2","5","7","34","52","216","395","549","674","C0003537"
"2","3","2","48","170","50","119","444","556","C0003564"
"2","3","2","48","170","50","119","444","556","C0003564"
"2","3","2","48","170","50","119","444","556","C0003564"
"2","5","7","53","51","119","25","489","416","C0003615"
"2","5","7","53","184","119","156","287","116","C0003615"
"2","3","12","19","31","261","116","1","86","C0003635"
"2","3","12","19","31","1","426","55","78","C0003635"
"2","3","8","63","45","23","103","464","187","C0003635"
"2","3","2","48","57","110","141","359","462","C0003635"
"2","5","7","53","14","20","25","40","186","C0003635"
"2","3","3","19","221","321","428","541","667","C0003635"
"2","3","12","19","221","321","428","541","667","C0003635"
"2","5","8","27","36","342","454","573","628","C0003635"
"2","5","7","53","14","20","25","40","186","C0003635"
"2","5","7","53","51","119","395","549","674","C0003635"
"2","5","7","34","52","216","395","549","667","C0003635"
"2","3","12","41","116","268","434","468","213","C0003635"
"2","3","12","19","31","1","116","159","211","C0003635"
"2","3","7","27","36","150","341","223","628","C0003635"
"2","3","7","34","52","216","395","536","445","C0003635"
"2","3","2","48","182","50","119","444","556","C0003635"
"2","3","7","41","219","339","156","568","697","C0003635"
"2","3","12","19","31","1","426","55","78","C0003635"
"2","5","7","53","14","20","25","40","186","C0003635"
"2","5","7","53","14","119","25","40","186","C0003635"
"2","5","7","34","52","216","395","549","674","C0003635"
"2","5","7","53","14","119","25","40","186","C0003635"
"2","5","7","53","184","119","25","40","186","C0003635"
"2","5","7","53","14","20","25","40","186","C0003635"
"2","5","7","34","52","216","395","549","674","C0003635"
"2","5","7","53","14","296","25","40","186","C0003635"
"2","3","5","42","81","296","399","201","274","C0003635"
"2","3","2","89","60","342","430","429","544","C0003742"
"2","5","7","53","51","342","454","573","492","C0003742"
"2","5","7","53","51","342","454","573","492","C0003742"
"2","3","2","101","62","189","182","509","252","C0003742"
"2","5","7","60","14","184","341","544","669","C0003742"
"2","3","12","76","153","40","38","54","75","C0003803"
"2","3","5","19","151","76","48","69","204","C0003803"
"2","5","3","34","52","216","142","220","298","C0003803"
"2","3","5","91","214","271","372","471","586","C0003803"
"2","3","12","68","221","197","259","560","422","C0003803"
"2","3","12","76","153","40","38","54","75","C0003803"
"2","3","12","19","124","143","428","236","667","C0003803"
"2","5","7","53","14","20","25","40","186","C0003803"
"2","5","7","53","14","20","25","40","186","C0003803"
"2","5","7","53","14","20","25","40","186","C0003803"
"2","3","12","76","153","40","38","54","75","C0003803"
"2","3","12","41","219","339","156","568","697","C0003838"
"2","5","7","53","51","342","454","573","492","C0003838"
"2","5","7","34","52","216","395","549","674","C0003838"
"2","3","5","91","175","271","372","471","586","C0003850"
"2","3","7","53","14","20","25","40","186","C0003850"
"2","3","5","98","174","277","379","476","42","C0003850"
"2","3","12","19","31","261","116","1","86","C0003850"
"2","3","12","19","31","261","116","1","86","C0003850"
"2","5","7","53","51","342","454","573","492","C0003850"
"2","3","12","19","31","261","116","159","211","C0003850"
"2","5","7","34","52","216","395","573","702","C0003850"
"2","3","12","19","31","261","116","1","86","C0003850"
"2","3","5","41","219","75","243","44","64","C0003850"
"2","3","12","19","31","261","116","159","211","C0003850"
"2","3","5","80","137","44","21","451","316","C0003857"
"2","3","12","41","116","268","434","468","213","C0003857"
"2","3","7","53","14","20","34","489","416","C0003857"
