Var1,Var2,value
COL15A1,WDSUB1,8
FHAD1,WDSUB1,7
HEATR1,WDSUB1,7
LAMA2,WDSUB1,8
OR10G9,WDSUB1,8
DNAAF1,WDSUB1,6
DNAH17,WDSUB1,8
DNAH3,WDSUB1,7
NBEA,WDSUB1,7
SIGLEC12,WDSUB1,8
ZC3H3,WDSUB1,7
ACOT2,WDSUB1,7
CDH3,WDSUB1,8
FAAP100,WDSUB1,6
FCGBP,WDSUB1,6
PPFIBP2,WDSUB1,8
RPTN,WDSUB1,8
USP8,WDSUB1,5
ALG14,WDSUB1,7
ALG2,WDSUB1,7
CHAT,WDSUB1,7
CHRNA1,WDSUB1,8
CHRNB1,WDSUB1,8
CHRNE,WDSUB1,8
COL13A1,WDSUB1,8
COLQ,WDSUB1,8
DOK7,WDSUB1,8
DPAGT1,WDSUB1,7
GMPPB,WDSUB1,7
LAMA5,WDSUB1,8
LAMB2,WDSUB1,8
LRP4,WDSUB1,8
MYO9A,WDSUB1,8
PLEC,WDSUB1,8
PREPL,WDSUB1,7
RAPSN,WDSUB1,8
RPH3A,WDSUB1,8
SCN4A,WDSUB1,8
SLC18A3,WDSUB1,7
SLC25A1,WDSUB1,7
SLC5A7,WDSUB1,8
SYT2,WDSUB1,8
UNC13B,WDSUB1,8
VAMP1,WDSUB1,8
USH2A,WDSUB1,8
TPCN2,WDSUB1,8
AKNAD1,WDSUB1,8
CLCNKB,WDSUB1,8
CASP12,WDSUB1,5
PSG5,WDSUB1,8
DEFB115,WDSUB1,8
ATAD3C,WDSUB1,7
MICALL2,ZC3H3,8
NPHP3,ZC3H3,7
PRRT3,ZC3H3,8
TOR2A,ZC3H3,7
DMXL2,ZC3H3,8
LILRA1,ZC3H3,8
NAT8B,ZC3H3,7
ZP4,ZC3H3,8
ABCB5,ZC3H3,7
AMPD1,ZC3H3,7
ATP6V0A4,ZC3H3,7
CFHR5,ZC3H3,8
OTOP1,ZC3H3,7
PLB1,ZC3H3,7
SLC28A1,ZC3H3,8
SLC44A4,ZC3H3,7
VWA5B2,ZC3H3,8
ZNF778,ZC3H3,8
CDH23,ZC3H3,8
CES5A,ZC3H3,7
MYH15,ZC3H3,8
SELENOO,ZC3H3,6
ZNF273,ZC3H3,8
BAIAP3,ZC3H3,8
FHAD1,ZC3H3,6
OR10G9,ZC3H3,8
DNAH17,ZC3H3,8
DNAH3,ZC3H3,7
ACOT2,ZC3H3,7
FCGBP,ZC3H3,7
RPTN,ZC3H3,8
ALG14,ZC3H3,6
CHRNA1,ZC3H3,8
CHRNE,ZC3H3,8
COL13A1,ZC3H3,8
COLQ,ZC3H3,8
DPAGT1,ZC3H3,6
LRP4,ZC3H3,8
SCN4A,ZC3H3,8
SLC18A3,ZC3H3,7
SLC25A1,ZC3H3,6
SLC5A7,ZC3H3,8
TPCN2,ZC3H3,8
AKNAD1,ZC3H3,8
CLCNKB,ZC3H3,8
CASP12,ZC3H3,7
DEFB115,ZC3H3,8
ATAD3C,ZC3H3,6
PRRT3,ACOT2,8
ZP4,ACOT2,8
SLC44A4,ACOT2,6
VWA5B2,ACOT2,8
ZNF778,ACOT2,8
CES5A,ACOT2,6
FHAD1,ACOT2,7
SLC18A3,ACOT2,7
DEFB115,ACOT2,8
KRT79,CDH3,8
MICALL2,CDH3,6
NPHP3,CDH3,8
FHOD3,CDH3,8
LEFTY2,CDH3,4
NCKAP5L,CDH3,8
PRRT3,CDH3,6
TOR2A,CDH3,8
CASP5,CDH3,8
DMXL2,CDH3,6
KIAA1109,CDH3,7
LILRA1,CDH3,4
NAT8B,CDH3,8
UNC13C,CDH3,6
ZP4,CDH3,5
ABCB5,CDH3,8
AMPD1,CDH3,8
ATP6V0A4,CDH3,8
CFHR5,CDH3,5
LBP,CDH3,4
OTOP1,CDH3,8
PLB1,CDH3,8
SLC28A1,CDH3,7
SLC44A4,CDH3,8
TNXB,CDH3,4
VWA5B2,CDH3,6
ZNF778,CDH3,8
CDH23,CDH3,0
CES5A,CDH3,8
CHGB,CDH3,4
MYH15,CDH3,7
SELENOO,CDH3,8
ZNF273,CDH3,8
BAIAP3,CDH3,6
FHAD1,CDH3,8
HEATR1,CDH3,8
OR10G9,CDH3,8
DNAAF1,CDH3,8
DNAH17,CDH3,5
DNAH3,CDH3,8
ZC3H3,CDH3,8
ACOT2,CDH3,8
FAAP100,CDH3,8
FCGBP,CDH3,8
PPFIBP2,CDH3,3
RPTN,CDH3,8
ALG14,CDH3,8
ALG2,CDH3,8
CHRNA1,CDH3,7
CHRNB1,CDH3,7
CHRNE,CDH3,7
COL13A1,CDH3,4
COLQ,CDH3,6
DOK7,CDH3,6
DPAGT1,CDH3,8
LRP4,CDH3,4
MYO9A,CDH3,6
RPH3A,CDH3,6
SCN4A,CDH3,7
SLC18A3,CDH3,7
SLC25A1,CDH3,8
SLC5A7,CDH3,7
UNC13B,CDH3,6
TPCN2,CDH3,7
AKNAD1,CDH3,7
CLCNKB,CDH3,7
CASP12,CDH3,8
DEFB115,CDH3,7
ATAD3C,CDH3,8
KRT79,FAAP100,8
MICALL2,FAAP100,8
NPHP3,FAAP100,7
NCKAP5L,FAAP100,6
PRRT3,FAAP100,8
TOR2A,FAAP100,7
DMXL2,FAAP100,8
LILRA1,FAAP100,8
NAT8B,FAAP100,4
UNC13C,FAAP100,8
ZP4,FAAP100,8
ABCB5,FAAP100,6
AMPD1,FAAP100,7
ATP6V0A4,FAAP100,7
CFHR5,FAAP100,8
LBP,FAAP100,8
OTOP1,FAAP100,6
PLB1,FAAP100,7
SLC28A1,FAAP100,8
SLC44A4,FAAP100,7
VWA5B2,FAAP100,8
ZNF778,FAAP100,8
CDH23,FAAP100,8
CES5A,FAAP100,7
CHGB,FAAP100,8
MYH15,FAAP100,8
SELENOO,FAAP100,7
ZNF273,FAAP100,8
BAIAP3,FAAP100,8
FHAD1,FAAP100,7
OR10G9,FAAP100,8
DNAAF1,FAAP100,6
DNAH17,FAAP100,8
DNAH3,FAAP100,7
ZC3H3,FAAP100,7
ACOT2,FAAP100,7
FCGBP,FAAP100,3
RPTN,FAAP100,8
ALG14,FAAP100,7
ALG2,FAAP100,7
CHRNA1,FAAP100,8
CHRNB1,FAAP100,8
CHRNE,FAAP100,8
COL13A1,FAAP100,8
COLQ,FAAP100,8
DPAGT1,FAAP100,7
LRP4,FAAP100,8
RPH3A,FAAP100,8
SCN4A,FAAP100,8
SLC18A3,FAAP100,7
SLC25A1,FAAP100,7
SLC5A7,FAAP100,8
UNC13B,FAAP100,8
TPCN2,FAAP100,8
AKNAD1,FAAP100,8
CLCNKB,FAAP100,8
CASP12,FAAP100,6
DEFB115,FAAP100,8
ATAD3C,FAAP100,7
MICALL2,FCGBP,8
NPHP3,FCGBP,7
PRRT3,FCGBP,8
TOR2A,FCGBP,7
LILRA1,FCGBP,8
NAT8B,FCGBP,4
ZP4,FCGBP,8
ABCB5,FCGBP,6
ATP6V0A4,FCGBP,7
OTOP1,FCGBP,6
PLB1,FCGBP,7
SLC44A4,FCGBP,7
VWA5B2,FCGBP,8
ZNF778,FCGBP,8
CDH23,FCGBP,8
CES5A,FCGBP,7
ZNF273,FCGBP,8
FHAD1,FCGBP,7
OR10G9,FCGBP,8
DNAH17,FCGBP,8
DNAH3,FCGBP,7
ACOT2,FCGBP,7
ALG14,FCGBP,7
CHRNA1,FCGBP,8
CHRNE,FCGBP,8
COL13A1,FCGBP,8
COLQ,FCGBP,8
DPAGT1,FCGBP,7
LRP4,FCGBP,8
SCN4A,FCGBP,8
SLC18A3,FCGBP,7
SLC5A7,FCGBP,8
TPCN2,FCGBP,8
AKNAD1,FCGBP,8
CASP12,FCGBP,6
DEFB115,FCGBP,8
ATAD3C,FCGBP,7
KRT79,PPFIBP2,8
MICALL2,PPFIBP2,6
NPHP3,PPFIBP2,8
FHOD3,PPFIBP2,8
LEFTY2,PPFIBP2,5
NCKAP5L,PPFIBP2,8
PRRT3,PPFIBP2,6
TOR2A,PPFIBP2,8
CASP5,PPFIBP2,8
DMXL2,PPFIBP2,3
LILRA1,PPFIBP2,5
NAT8B,PPFIBP2,8
UNC13C,PPFIBP2,3
ZP4,PPFIBP2,6
ABCB5,PPFIBP2,8
AMPD1,PPFIBP2,8
ATP6V0A4,PPFIBP2,8
CFHR5,PPFIBP2,6
LBP,PPFIBP2,5
OTOP1,PPFIBP2,8
PLB1,PPFIBP2,8
SLC28A1,PPFIBP2,7
SLC44A4,PPFIBP2,8
TNXB,PPFIBP2,5
VWA5B2,PPFIBP2,6
ZNF778,PPFIBP2,8
CDH23,PPFIBP2,3
CES5A,PPFIBP2,8
CHGB,PPFIBP2,5
MYH15,PPFIBP2,7
SELENOO,PPFIBP2,8
ZNF273,PPFIBP2,8
BAIAP3,PPFIBP2,3
FHAD1,PPFIBP2,8
HEATR1,PPFIBP2,8
OR10G9,PPFIBP2,8
DNAAF1,PPFIBP2,8
DNAH17,PPFIBP2,5
DNAH3,PPFIBP2,8
ZC3H3,PPFIBP2,8
ACOT2,PPFIBP2,8
FAAP100,PPFIBP2,8
FCGBP,PPFIBP2,8
RPTN,PPFIBP2,8
ALG14,PPFIBP2,8
ALG2,PPFIBP2,8
CHRNA1,PPFIBP2,7
CHRNB1,PPFIBP2,7
CHRNE,PPFIBP2,7
COL13A1,PPFIBP2,5
COLQ,PPFIBP2,7
DPAGT1,PPFIBP2,8
LRP4,PPFIBP2,5
RPH3A,PPFIBP2,4
SCN4A,PPFIBP2,6
SLC18A3,PPFIBP2,7
SLC25A1,PPFIBP2,8
SLC5A7,PPFIBP2,7
UNC13B,PPFIBP2,3
TPCN2,PPFIBP2,7
AKNAD1,PPFIBP2,5
CLCNKB,PPFIBP2,7
CASP12,PPFIBP2,8
DEFB115,PPFIBP2,7
ATAD3C,PPFIBP2,8
MICALL2,RPTN,8
NPHP3,RPTN,4
PRRT3,RPTN,8
TOR2A,RPTN,8
LILRA1,RPTN,8
NAT8B,RPTN,8
ZP4,RPTN,7
ABCB5,RPTN,8
ATP6V0A4,RPTN,8
CFHR5,RPTN,7
OTOP1,RPTN,8
PLB1,RPTN,8
SLC28A1,RPTN,8
SLC44A4,RPTN,8
VWA5B2,RPTN,8
ZNF778,RPTN,8
CDH23,RPTN,8
CES5A,RPTN,8
MYH15,RPTN,8
SELENOO,RPTN,8
ZNF273,RPTN,8
FHAD1,RPTN,8
OR10G9,RPTN,8
DNAH17,RPTN,8
DNAH3,RPTN,8
ACOT2,RPTN,8
FCGBP,RPTN,8
ALG14,RPTN,8
CHRNA1,RPTN,8
CHRNE,RPTN,8
COL13A1,RPTN,8
COLQ,RPTN,8
DPAGT1,RPTN,8
LRP4,RPTN,8
SCN4A,RPTN,8
SLC18A3,RPTN,8
SLC5A7,RPTN,8
TPCN2,RPTN,8
AKNAD1,RPTN,8
CLCNKB,RPTN,8
CASP12,RPTN,8
DEFB115,RPTN,8
ATAD3C,RPTN,8
KRT79,USP8,8
MICALL2,USP8,8
NPHP3,USP8,7
RP1,USP8,8
DNAH7,USP8,6
FHOD3,USP8,1
LEFTY2,USP8,8
NCKAP5L,USP8,6
PRRT3,USP8,8
TOR2A,USP8,7
CASP5,USP8,1
DMXL2,USP8,8
KIAA1109,USP8,5
LILRA1,USP8,8
LOXL3,USP8,8
LRP2,USP8,8
NAT8B,USP8,6
UNC13C,USP8,8
ZP4,USP8,8
ABCB5,USP8,5
AMPD1,USP8,7
ATP6V0A4,USP8,7
CFHR5,USP8,8
LBP,USP8,8
OTOP1,USP8,7
PLB1,USP8,7
RPL3L,USP8,7
SLC28A1,USP8,8
SLC44A4,USP8,7
SPTBN5,USP8,8
TNXB,USP8,8
VWA5B2,USP8,8
ZNF778,USP8,8
ANKRD12,USP8,5
CDH23,USP8,8
CES5A,USP8,7
CHGB,USP8,8
FGL1,USP8,7
MCM8,USP8,6
MYH15,USP8,8
SELENOO,USP8,6
ZNF273,USP8,8
BAIAP3,USP8,8
CFB,USP8,8
COL15A1,USP8,8
FHAD1,USP8,7
HEATR1,USP8,7
LAMA2,USP8,8
OR10G9,USP8,8
DNAAF1,USP8,6
DNAH17,USP8,8
DNAH3,USP8,7
NBEA,USP8,7
SIGLEC12,USP8,8
ZC3H3,USP8,7
ACOT2,USP8,7
CDH3,USP8,8
FAAP100,USP8,6
FCGBP,USP8,6
PPFIBP2,USP8,8
RPTN,USP8,8
ALG14,USP8,7
ALG2,USP8,7
CHAT,USP8,7
CHRNA1,USP8,8
CHRNB1,USP8,8
CHRNE,USP8,8
COL13A1,USP8,8
COLQ,USP8,8
DOK7,USP8,8
DPAGT1,USP8,7
GMPPB,USP8,7
LAMA5,USP8,8
LAMB2,USP8,8
LRP4,USP8,8
MYO9A,USP8,8
PLEC,USP8,8
PREPL,USP8,7
RAPSN,USP8,8
RPH3A,USP8,8
SCN4A,USP8,8
SLC18A3,USP8,7
SLC25A1,USP8,7
SLC5A7,USP8,8
SYT2,USP8,8
UNC13B,USP8,8
VAMP1,USP8,8
USH2A,USP8,8
TPCN2,USP8,8
AKNAD1,USP8,8
CLCNKB,USP8,8
CASP12,USP8,1
PSG5,USP8,8
DEFB115,USP8,8
ATAD3C,USP8,7
KRT79,AGRN,8
MICALL2,AGRN,6
NPHP3,AGRN,8
RP1,AGRN,6
DNAH7,AGRN,8
FHOD3,AGRN,8
HSPG2,AGRN,0
LEFTY2,AGRN,1
NCKAP5L,AGRN,8
NOTCH4,AGRN,4
PRRT3,AGRN,6
PTPN14,AGRN,6
SMTN,AGRN,7
TOR2A,AGRN,8
C1orf94,AGRN,8
CASP5,AGRN,8
DMXL2,AGRN,6
KIAA1109,AGRN,8
LILRA1,AGRN,4
LOXL3,AGRN,0
LRP2,AGRN,6
NAT8B,AGRN,8
UNC13C,AGRN,6
ZP4,AGRN,2
ABCB5,AGRN,8
AMPD1,AGRN,8
ATP6V0A4,AGRN,8
CFHR5,AGRN,5
LBP,AGRN,4
OTOP1,AGRN,8
PLB1,AGRN,8
RPL3L,AGRN,8
SLC28A1,AGRN,7
SLC44A4,AGRN,8
SPTBN5,AGRN,6
TNXB,AGRN,0
VWA5B2,AGRN,6
ZNF778,AGRN,8
ANKRD12,AGRN,8
CDH23,AGRN,4
CES5A,AGRN,8
CHGB,AGRN,0
FGL1,AGRN,3
MCM8,AGRN,8
MYBPC2,AGRN,4
MYH15,AGRN,7
SELENOO,AGRN,8
ZNF273,AGRN,8
BAIAP3,AGRN,6
C2CD3,AGRN,8
CFB,AGRN,4
COL15A1,AGRN,0
FHAD1,AGRN,8
HEATR1,AGRN,8
LAMA2,AGRN,0
OR10G9,AGRN,8
DNAAF1,AGRN,8
DNAH17,AGRN,5
DNAH3,AGRN,8
NBEA,AGRN,8
SIGLEC12,AGRN,4
TNC,AGRN,0
WDSUB1,AGRN,8
ZC3H3,AGRN,8
ACOT2,AGRN,8
CDH3,AGRN,4
FAAP100,AGRN,8
FCGBP,AGRN,8
PPFIBP2,AGRN,5
RPTN,AGRN,8
USP8,AGRN,8
ALG14,AGRN,8
ALG2,AGRN,8
CHAT,AGRN,8
CHRNA1,AGRN,7
CHRNB1,AGRN,7
CHRNE,AGRN,7
CHRNG,AGRN,7
COL13A1,AGRN,0
COLQ,AGRN,2
DOK7,AGRN,6
DPAGT1,AGRN,8
GFPT1,AGRN,8
GMPPB,AGRN,8
LAMA5,AGRN,0
LAMB2,AGRN,0
LRP4,AGRN,0
MYO9A,AGRN,6
PLEC,AGRN,0
PREPL,AGRN,8
RAPSN,AGRN,6
RPH3A,AGRN,6
SCN4A,AGRN,7
SLC18A3,AGRN,7
SLC25A1,AGRN,8
SLC5A7,AGRN,7
SYT2,AGRN,6
UNC13B,AGRN,6
VAMP1,AGRN,6
USH2A,AGRN,0
UBE2D1,AGRN,8
ATAD3B,AGRN,6
TPCN2,AGRN,7
AKNAD1,AGRN,7
CLCNKB,AGRN,7
CASP12,AGRN,8
PSG5,AGRN,1
DEFB115,AGRN,7
ATAD3C,AGRN,8
MICALL2,ALG14,8
PRRT3,ALG14,8
NAT8B,ALG14,7
ZP4,ALG14,8
ABCB5,ALG14,7
SLC44A4,ALG14,7
VWA5B2,ALG14,8
ZNF778,ALG14,8
CES5A,ALG14,7
ZNF273,ALG14,8
FHAD1,ALG14,5
DNAH17,ALG14,8
ACOT2,ALG14,7
COL13A1,ALG14,8
SLC18A3,ALG14,7
DEFB115,ALG14,8
KRT79,ALG2,8
MICALL2,ALG2,8
NPHP3,ALG2,7
NCKAP5L,ALG2,7
PRRT3,ALG2,8
TOR2A,ALG2,6
DMXL2,ALG2,8
LILRA1,ALG2,8
NAT8B,ALG2,7
UNC13C,ALG2,8
ZP4,ALG2,8
ABCB5,ALG2,7
AMPD1,ALG2,7
ATP6V0A4,ALG2,7
CFHR5,ALG2,8
LBP,ALG2,8
OTOP1,ALG2,7
PLB1,ALG2,7
SLC28A1,ALG2,8
SLC44A4,ALG2,7
VWA5B2,ALG2,8
ZNF778,ALG2,8
CDH23,ALG2,8
CES5A,ALG2,7
CHGB,ALG2,8
MYH15,ALG2,8
SELENOO,ALG2,6
ZNF273,ALG2,8
BAIAP3,ALG2,8
FHAD1,ALG2,4
OR10G9,ALG2,8
DNAAF1,ALG2,7
DNAH17,ALG2,8
DNAH3,ALG2,7
ZC3H3,ALG2,6
ACOT2,ALG2,7
FCGBP,ALG2,7
RPTN,ALG2,8
ALG14,ALG2,5
CHRNA1,ALG2,8
CHRNB1,ALG2,8
CHRNE,ALG2,8
COL13A1,ALG2,8
COLQ,ALG2,8
DPAGT1,ALG2,5
LRP4,ALG2,8
RPH3A,ALG2,8
SCN4A,ALG2,8
SLC18A3,ALG2,7
SLC25A1,ALG2,6
SLC5A7,ALG2,8
UNC13B,ALG2,8
TPCN2,ALG2,8
AKNAD1,ALG2,8
CLCNKB,ALG2,8
CASP12,ALG2,7
DEFB115,ALG2,8
ATAD3C,ALG2,5
KRT79,CHAT,8
MICALL2,CHAT,8
NPHP3,CHAT,7
RP1,CHAT,8
DNAH7,CHAT,7
FHOD3,CHAT,7
LEFTY2,CHAT,8
NCKAP5L,CHAT,7
PRRT3,CHAT,8
TOR2A,CHAT,7
CASP5,CHAT,7
DMXL2,CHAT,8
KIAA1109,CHAT,7
LILRA1,CHAT,8
LOXL3,CHAT,8
LRP2,CHAT,8
NAT8B,CHAT,7
UNC13C,CHAT,8
ZP4,CHAT,8
ABCB5,CHAT,7
AMPD1,CHAT,7
ATP6V0A4,CHAT,7
CFHR5,CHAT,8
LBP,CHAT,8
OTOP1,CHAT,7
PLB1,CHAT,7
SLC28A1,CHAT,8
SLC44A4,CHAT,7
TNXB,CHAT,8
VWA5B2,CHAT,8
ZNF778,CHAT,8
CDH23,CHAT,8
CES5A,CHAT,7
CHGB,CHAT,8
FGL1,CHAT,6
MCM8,CHAT,7
MYH15,CHAT,8
SELENOO,CHAT,6
ZNF273,CHAT,8
BAIAP3,CHAT,8
CFB,CHAT,8
COL15A1,CHAT,8
FHAD1,CHAT,6
HEATR1,CHAT,6
OR10G9,CHAT,8
DNAAF1,CHAT,7
DNAH17,CHAT,8
DNAH3,CHAT,7
NBEA,CHAT,7
SIGLEC12,CHAT,8
ZC3H3,CHAT,6
ACOT2,CHAT,7
CDH3,CHAT,8
FAAP100,CHAT,7
FCGBP,CHAT,7
PPFIBP2,CHAT,8
RPTN,CHAT,8
ALG14,CHAT,6
ALG2,CHAT,6
CHRNA1,CHAT,8
CHRNB1,CHAT,8
CHRNE,CHAT,8
COL13A1,CHAT,8
COLQ,CHAT,8
DOK7,CHAT,8
DPAGT1,CHAT,6
GMPPB,CHAT,6
LAMA5,CHAT,8
LAMB2,CHAT,8
LRP4,CHAT,8
MYO9A,CHAT,8
PLEC,CHAT,8
RAPSN,CHAT,8
RPH3A,CHAT,8
SCN4A,CHAT,8
SLC18A3,CHAT,7
SLC25A1,CHAT,6
SLC5A7,CHAT,8
SYT2,CHAT,8
UNC13B,CHAT,8
TPCN2,CHAT,8
AKNAD1,CHAT,8
CLCNKB,CHAT,8
CASP12,CHAT,7
DEFB115,CHAT,8
ATAD3C,CHAT,6
MICALL2,CHRNA1,7
NPHP3,CHRNA1,8
PRRT3,CHRNA1,7
LILRA1,CHRNA1,7
NAT8B,CHRNA1,8
ZP4,CHRNA1,7
ABCB5,CHRNA1,8
ATP6V0A4,CHRNA1,8
OTOP1,CHRNA1,8
PLB1,CHRNA1,8
SLC44A4,CHRNA1,8
VWA5B2,CHRNA1,7
ZNF778,CHRNA1,8
CDH23,CHRNA1,7
CES5A,CHRNA1,8
ZNF273,CHRNA1,8
FHAD1,CHRNA1,8
OR10G9,CHRNA1,8
DNAH17,CHRNA1,7
DNAH3,CHRNA1,8
ACOT2,CHRNA1,8
ALG14,CHRNA1,4
CHRNE,CHRNA1,0
COL13A1,CHRNA1,7
COLQ,CHRNA1,6
DPAGT1,CHRNA1,4
LRP4,CHRNA1,7
SCN4A,CHRNA1,6
SLC18A3,CHRNA1,8
SLC5A7,CHRNA1,6
TPCN2,CHRNA1,6
AKNAD1,CHRNA1,7
CASP12,CHRNA1,8
DEFB115,CHRNA1,7
ATAD3C,CHRNA1,8
KRT79,CHRNB1,8
MICALL2,CHRNB1,7
NPHP3,CHRNB1,8
NCKAP5L,CHRNB1,8
PRRT3,CHRNB1,7
TOR2A,CHRNB1,8
DMXL2,CHRNB1,7
LILRA1,CHRNB1,7
NAT8B,CHRNB1,8
UNC13C,CHRNB1,7
ZP4,CHRNB1,7
ABCB5,CHRNB1,8
AMPD1,CHRNB1,8
ATP6V0A4,CHRNB1,8
CFHR5,CHRNB1,7
LBP,CHRNB1,7
OTOP1,CHRNB1,8
PLB1,CHRNB1,8
SLC28A1,CHRNB1,6
SLC44A4,CHRNB1,8
VWA5B2,CHRNB1,7
ZNF778,CHRNB1,8
CDH23,CHRNB1,7
CES5A,CHRNB1,8
CHGB,CHRNB1,7
MYH15,CHRNB1,6
SELENOO,CHRNB1,8
ZNF273,CHRNB1,8
BAIAP3,CHRNB1,7
FHAD1,CHRNB1,8
OR10G9,CHRNB1,8
DNAAF1,CHRNB1,8
DNAH17,CHRNB1,7
DNAH3,CHRNB1,8
ZC3H3,CHRNB1,8
ACOT2,CHRNB1,8
FCGBP,CHRNB1,8
RPTN,CHRNB1,8
ALG14,CHRNB1,4
CHRNA1,CHRNB1,0
CHRNE,CHRNB1,0
COL13A1,CHRNB1,7
COLQ,CHRNB1,6
DPAGT1,CHRNB1,4
LRP4,CHRNB1,7
RPH3A,CHRNB1,7
SCN4A,CHRNB1,6
SLC18A3,CHRNB1,8
SLC25A1,CHRNB1,8
SLC5A7,CHRNB1,6
UNC13B,CHRNB1,7
TPCN2,CHRNB1,6
AKNAD1,CHRNB1,7
CLCNKB,CHRNB1,6
CASP12,CHRNB1,8
DEFB115,CHRNB1,7
ATAD3C,CHRNB1,8
MICALL2,CHRNE,7
NPHP3,CHRNE,8
PRRT3,CHRNE,7
NAT8B,CHRNE,8
ZP4,CHRNE,7
ABCB5,CHRNE,8
OTOP1,CHRNE,8
PLB1,CHRNE,8
SLC44A4,CHRNE,8
VWA5B2,CHRNE,7
ZNF778,CHRNE,8
CDH23,CHRNE,7
CES5A,CHRNE,8
ZNF273,CHRNE,8
FHAD1,CHRNE,8
DNAH17,CHRNE,7
DNAH3,CHRNE,8
ACOT2,CHRNE,8
ALG14,CHRNE,4
COL13A1,CHRNE,7
COLQ,CHRNE,6
LRP4,CHRNE,7
SCN4A,CHRNE,6
SLC18A3,CHRNE,8
SLC5A7,CHRNE,6
TPCN2,CHRNE,6
AKNAD1,CHRNE,7
CASP12,CHRNE,8
DEFB115,CHRNE,7
ATAD3C,CHRNE,8
KRT79,CHRNG,8
MICALL2,CHRNG,7
NPHP3,CHRNG,8
RP1,CHRNG,7
DNAH7,CHRNG,8
FHOD3,CHRNG,8
LEFTY2,CHRNG,7
NCKAP5L,CHRNG,8
PRRT3,CHRNG,7
PTPN14,CHRNG,7
TOR2A,CHRNG,8
CASP5,CHRNG,8
DMXL2,CHRNG,7
KIAA1109,CHRNG,8
LILRA1,CHRNG,7
LOXL3,CHRNG,7
LRP2,CHRNG,7
NAT8B,CHRNG,8
UNC13C,CHRNG,7
ZP4,CHRNG,7
ABCB5,CHRNG,8
AMPD1,CHRNG,8
ATP6V0A4,CHRNG,8
CFHR5,CHRNG,7
LBP,CHRNG,7
OTOP1,CHRNG,8
PLB1,CHRNG,8
RPL3L,CHRNG,8
SLC28A1,CHRNG,6
SLC44A4,CHRNG,8
SPTBN5,CHRNG,7
TNXB,CHRNG,7
VWA5B2,CHRNG,7
ZNF778,CHRNG,8
ANKRD12,CHRNG,8
CDH23,CHRNG,7
CES5A,CHRNG,8
CHGB,CHRNG,7
FGL1,CHRNG,8
MCM8,CHRNG,8
MYH15,CHRNG,6
SELENOO,CHRNG,8
ZNF273,CHRNG,8
BAIAP3,CHRNG,7
CFB,CHRNG,7
COL15A1,CHRNG,7
FHAD1,CHRNG,8
HEATR1,CHRNG,8
LAMA2,CHRNG,7
OR10G9,CHRNG,8
DNAAF1,CHRNG,8
DNAH17,CHRNG,7
DNAH3,CHRNG,8
NBEA,CHRNG,7
SIGLEC12,CHRNG,7
WDSUB1,CHRNG,8
ZC3H3,CHRNG,8
ACOT2,CHRNG,8
CDH3,CHRNG,7
FAAP100,CHRNG,8
FCGBP,CHRNG,8
PPFIBP2,CHRNG,7
RPTN,CHRNG,8
USP8,CHRNG,8
ALG14,CHRNG,4
ALG2,CHRNG,8
CHAT,CHRNG,8
CHRNA1,CHRNG,0
CHRNB1,CHRNG,0
CHRNE,CHRNG,0
COL13A1,CHRNG,7
COLQ,CHRNG,6
DOK7,CHRNG,7
DPAGT1,CHRNG,4
GFPT1,CHRNG,8
GMPPB,CHRNG,8
LAMA5,CHRNG,7
LAMB2,CHRNG,7
LRP4,CHRNG,7
MYO9A,CHRNG,7
PLEC,CHRNG,7
PREPL,CHRNG,7
RAPSN,CHRNG,6
RPH3A,CHRNG,7
SCN4A,CHRNG,6
SLC18A3,CHRNG,8
SLC25A1,CHRNG,8
SLC5A7,CHRNG,6
SYT2,CHRNG,7
UNC13B,CHRNG,7
VAMP1,CHRNG,7
USH2A,CHRNG,7
ATAD3B,CHRNG,7
TPCN2,CHRNG,6
AKNAD1,CHRNG,7
CLCNKB,CHRNG,6
CASP12,CHRNG,8
PSG5,CHRNG,7
DEFB115,CHRNG,7
ATAD3C,CHRNG,8
MICALL2,COL13A1,6
PRRT3,COL13A1,6
NAT8B,COL13A1,8
ZP4,COL13A1,2
ABCB5,COL13A1,8
SLC44A4,COL13A1,8
VWA5B2,COL13A1,6
ZNF778,COL13A1,8
CES5A,COL13A1,8
ZNF273,COL13A1,8
FHAD1,COL13A1,8
DNAH17,COL13A1,5
ACOT2,COL13A1,8
SLC18A3,COL13A1,7
DEFB115,COL13A1,7
MICALL2,COLQ,7
PRRT3,COLQ,7
NAT8B,COLQ,8
ZP4,COLQ,3
ABCB5,COLQ,8
OTOP1,COLQ,8
SLC44A4,COLQ,7
VWA5B2,COLQ,7
ZNF778,COLQ,8
CDH23,COLQ,6
CES5A,COLQ,7
ZNF273,COLQ,8
FHAD1,COLQ,8
DNAH17,COLQ,7
DNAH3,COLQ,8
ACOT2,COLQ,7
ALG14,COLQ,8
COL13A1,COLQ,2
LRP4,COLQ,2
SLC18A3,COLQ,8
SLC5A7,COLQ,7
AKNAD1,COLQ,7
DEFB115,COLQ,7
KRT79,DOK7,8
MICALL2,DOK7,5
NPHP3,DOK7,8
FHOD3,DOK7,8
LEFTY2,DOK7,6
NCKAP5L,DOK7,8
PRRT3,DOK7,6
TOR2A,DOK7,7
CASP5,DOK7,8
DMXL2,DOK7,1
LILRA1,DOK7,6
NAT8B,DOK7,8
