Var1,Var2,value
C1orf94,FCGBP,7
CASP5,FCGBP,6
DMXL2,FCGBP,8
KIAA1109,FCGBP,6
LILRA1,FCGBP,8
LOXL3,FCGBP,8
LRP2,FCGBP,8
NAT8B,FCGBP,4
UNC13C,FCGBP,8
ZP4,FCGBP,8
ABCB5,FCGBP,6
AMPD1,FCGBP,7
ATP6V0A4,FCGBP,7
CFHR5,FCGBP,8
LBP,FCGBP,8
MYO10,FCGBP,8
OTOP1,FCGBP,6
PLB1,FCGBP,7
RPL3L,FCGBP,7
SLC28A1,FCGBP,8
SLC44A4,FCGBP,7
SPTBN5,FCGBP,8
TNXB,FCGBP,8
VCAN,FCGBP,8
VWA5B2,FCGBP,8
ZNF778,FCGBP,8
ANKRD12,FCGBP,5
CDH23,FCGBP,8
CES5A,FCGBP,7
CHGB,FCGBP,8
FGL1,FCGBP,7
GRIN3B,FCGBP,8
MCM8,FCGBP,4
MYBPC2,FCGBP,8
MYH15,FCGBP,8
SELENOO,FCGBP,7
TIAM1,FCGBP,8
ZNF273,FCGBP,8
BAIAP3,FCGBP,8
C2CD3,FCGBP,6
CFB,FCGBP,8
COL15A1,FCGBP,8
FHAD1,FCGBP,7
HEATR1,FCGBP,7
LAMA2,FCGBP,8
MUC4,FCGBP,7
OR10G9,FCGBP,8
CHIT1,FCGBP,7
DNAAF1,FCGBP,6
DNAH17,FCGBP,8
DNAH3,FCGBP,7
NBEA,FCGBP,7
SIGLEC12,FCGBP,8
TNC,FCGBP,8
WDSUB1,FCGBP,6
ZC3H3,FCGBP,7
ACOT2,FCGBP,7
CDH3,FCGBP,8
FAAP100,FCGBP,3
AGRN,PPFIBP2,5
DIP2A,PPFIBP2,7
KIF13B,PPFIBP2,7
KRT79,PPFIBP2,8
MICALL2,PPFIBP2,6
NPHP3,PPFIBP2,8
RAD51AP1,PPFIBP2,8
RP1,PPFIBP2,6
DNAH7,PPFIBP2,8
FHOD3,PPFIBP2,8
HSPG2,PPFIBP2,5
LEFTY2,PPFIBP2,5
NCKAP5L,PPFIBP2,8
NOTCH4,PPFIBP2,5
PRRT3,PPFIBP2,6
PTPN14,PPFIBP2,6
SMTN,PPFIBP2,7
SRMS,PPFIBP2,5
TOR2A,PPFIBP2,8
C1orf94,PPFIBP2,8
CASP5,PPFIBP2,8
DMXL2,PPFIBP2,3
KIAA1109,PPFIBP2,6
LILRA1,PPFIBP2,5
LOXL3,PPFIBP2,5
LRP2,PPFIBP2,6
NAT8B,PPFIBP2,8
UNC13C,PPFIBP2,3
ZP4,PPFIBP2,6
ABCB5,PPFIBP2,8
AMPD1,PPFIBP2,8
ATP6V0A4,PPFIBP2,8
CFHR5,PPFIBP2,6
LBP,PPFIBP2,5
MYO10,PPFIBP2,6
OTOP1,PPFIBP2,8
PLB1,PPFIBP2,8
RPL3L,PPFIBP2,8
SLC28A1,PPFIBP2,7
SLC44A4,PPFIBP2,8
SPTBN5,PPFIBP2,6
TNXB,PPFIBP2,5
VCAN,PPFIBP2,5
VWA5B2,PPFIBP2,6
ZNF778,PPFIBP2,8
ANKRD12,PPFIBP2,8
CDH23,PPFIBP2,3
CES5A,PPFIBP2,8
CHGB,PPFIBP2,5
FGL1,PPFIBP2,8
GRIN3B,PPFIBP2,6
MCM8,PPFIBP2,8
MYBPC2,PPFIBP2,5
MYH15,PPFIBP2,7
SELENOO,PPFIBP2,8
TIAM1,PPFIBP2,6
ZNF273,PPFIBP2,8
BAIAP3,PPFIBP2,3
C2CD3,PPFIBP2,8
CFB,PPFIBP2,5
COL15A1,PPFIBP2,5
FHAD1,PPFIBP2,8
HEATR1,PPFIBP2,8
LAMA2,PPFIBP2,5
MUC4,PPFIBP2,8
OR10G9,PPFIBP2,8
CHIT1,PPFIBP2,7
DNAAF1,PPFIBP2,8
DNAH17,PPFIBP2,5
DNAH3,PPFIBP2,8
NBEA,PPFIBP2,7
SIGLEC12,PPFIBP2,5
TNC,PPFIBP2,5
WDSUB1,PPFIBP2,8
ZC3H3,PPFIBP2,8
ACOT2,PPFIBP2,8
CDH3,PPFIBP2,3
FAAP100,PPFIBP2,8
FCGBP,PPFIBP2,8
AGRN,RPTN,8
DIP2A,RPTN,2
KIF13B,RPTN,8
KRT79,RPTN,0
MICALL2,RPTN,8
NPHP3,RPTN,4
RAD51AP1,RPTN,8
RP1,RPTN,8
DNAH7,RPTN,8
FHOD3,RPTN,8
HSPG2,RPTN,8
LEFTY2,RPTN,8
NCKAP5L,RPTN,8
NOTCH4,RPTN,8
PRRT3,RPTN,8
PTPN14,RPTN,8
SMTN,RPTN,8
SRMS,RPTN,8
TOR2A,RPTN,8
C1orf94,RPTN,5
CASP5,RPTN,8
DMXL2,RPTN,8
KIAA1109,RPTN,8
LILRA1,RPTN,8
LOXL3,RPTN,8
LRP2,RPTN,8
NAT8B,RPTN,8
UNC13C,RPTN,8
ZP4,RPTN,7
ABCB5,RPTN,8
AMPD1,RPTN,8
ATP6V0A4,RPTN,8
CFHR5,RPTN,7
LBP,RPTN,8
MYO10,RPTN,8
OTOP1,RPTN,8
PLB1,RPTN,8
RPL3L,RPTN,8
SLC28A1,RPTN,8
SLC44A4,RPTN,8
SPTBN5,RPTN,8
TNXB,RPTN,8
VCAN,RPTN,8
VWA5B2,RPTN,8
ZNF778,RPTN,8
ANKRD12,RPTN,8
CDH23,RPTN,8
CES5A,RPTN,8
CHGB,RPTN,8
FGL1,RPTN,8
GRIN3B,RPTN,8
MCM8,RPTN,8
MYBPC2,RPTN,8
MYH15,RPTN,8
SELENOO,RPTN,8
TIAM1,RPTN,8
ZNF273,RPTN,8
BAIAP3,RPTN,8
C2CD3,RPTN,8
CFB,RPTN,8
COL15A1,RPTN,8
FHAD1,RPTN,8
HEATR1,RPTN,8
LAMA2,RPTN,8
MUC4,RPTN,8
OR10G9,RPTN,8
CHIT1,RPTN,8
DNAAF1,RPTN,8
DNAH17,RPTN,8
DNAH3,RPTN,8
NBEA,RPTN,7
SIGLEC12,RPTN,8
TNC,RPTN,8
WDSUB1,RPTN,8
ZC3H3,RPTN,8
ACOT2,RPTN,8
CDH3,RPTN,8
FAAP100,RPTN,8
FCGBP,RPTN,8
PPFIBP2,RPTN,8
AGRN,USP8,8
DIP2A,USP8,8
KIF13B,USP8,7
KRT79,USP8,8
MICALL2,USP8,8
NPHP3,USP8,7
RAD51AP1,USP8,6
RP1,USP8,8
DNAH7,USP8,6
FHOD3,USP8,1
HSPG2,USP8,8
LEFTY2,USP8,8
NCKAP5L,USP8,6
NOTCH4,USP8,8
PRRT3,USP8,8
PTPN14,USP8,8
SMTN,USP8,8
SRMS,USP8,8
TOR2A,USP8,7
C1orf94,USP8,7
CASP5,USP8,1
DMXL2,USP8,8
KIAA1109,USP8,5
LILRA1,USP8,8
LOXL3,USP8,8
LRP2,USP8,8
NAT8B,USP8,6
UNC13C,USP8,8
ZP4,USP8,8
ABCB5,USP8,5
AMPD1,USP8,7
ATP6V0A4,USP8,7
CFHR5,USP8,8
LBP,USP8,8
MYO10,USP8,8
OTOP1,USP8,7
PLB1,USP8,7
RPL3L,USP8,7
SLC28A1,USP8,8
SLC44A4,USP8,7
SPTBN5,USP8,8
TNXB,USP8,8
VCAN,USP8,8
VWA5B2,USP8,8
ZNF778,USP8,8
ANKRD12,USP8,5
CDH23,USP8,8
CES5A,USP8,7
CHGB,USP8,8
FGL1,USP8,7
GRIN3B,USP8,8
MCM8,USP8,6
MYBPC2,USP8,8
MYH15,USP8,8
SELENOO,USP8,6
TIAM1,USP8,8
ZNF273,USP8,8
BAIAP3,USP8,8
C2CD3,USP8,6
CFB,USP8,8
COL15A1,USP8,8
FHAD1,USP8,7
HEATR1,USP8,7
LAMA2,USP8,8
MUC4,USP8,7
OR10G9,USP8,8
CHIT1,USP8,7
DNAAF1,USP8,6
DNAH17,USP8,8
DNAH3,USP8,7
NBEA,USP8,7
SIGLEC12,USP8,8
TNC,USP8,8
WDSUB1,USP8,5
ZC3H3,USP8,7
ACOT2,USP8,7
CDH3,USP8,8
FAAP100,USP8,6
FCGBP,USP8,6
PPFIBP2,USP8,8
RPTN,USP8,8
AGRN,AGRN,0
DIP2A,AGRN,6
KIF13B,AGRN,7
KRT79,AGRN,8
MICALL2,AGRN,6
NPHP3,AGRN,8
RAD51AP1,AGRN,8
RP1,AGRN,6
DNAH7,AGRN,8
FHOD3,AGRN,8
HSPG2,AGRN,0
LEFTY2,AGRN,1
NCKAP5L,AGRN,8
NOTCH4,AGRN,4
PRRT3,AGRN,6
PTPN14,AGRN,6
SMTN,AGRN,7
SRMS,AGRN,5
TOR2A,AGRN,8
C1orf94,AGRN,8
CASP5,AGRN,8
DMXL2,AGRN,6
KIAA1109,AGRN,8
LILRA1,AGRN,4
LOXL3,AGRN,0
LRP2,AGRN,6
NAT8B,AGRN,8
UNC13C,AGRN,6
ZP4,AGRN,2
ABCB5,AGRN,8
AMPD1,AGRN,8
ATP6V0A4,AGRN,8
CFHR5,AGRN,5
LBP,AGRN,4
MYO10,AGRN,6
OTOP1,AGRN,8
PLB1,AGRN,8
RPL3L,AGRN,8
SLC28A1,AGRN,7
SLC44A4,AGRN,8
SPTBN5,AGRN,6
TNXB,AGRN,0
VCAN,AGRN,0
VWA5B2,AGRN,6
ZNF778,AGRN,8
ANKRD12,AGRN,8
CDH23,AGRN,4
CES5A,AGRN,8
CHGB,AGRN,0
FGL1,AGRN,3
GRIN3B,AGRN,7
MCM8,AGRN,8
MYBPC2,AGRN,4
MYH15,AGRN,7
SELENOO,AGRN,8
TIAM1,AGRN,6
ZNF273,AGRN,8
BAIAP3,AGRN,6
C2CD3,AGRN,8
CFB,AGRN,4
COL15A1,AGRN,0
FHAD1,AGRN,8
HEATR1,AGRN,8
LAMA2,AGRN,0
MUC4,AGRN,8
OR10G9,AGRN,8
CHIT1,AGRN,7
DNAAF1,AGRN,8
DNAH17,AGRN,5
DNAH3,AGRN,8
NBEA,AGRN,8
SIGLEC12,AGRN,4
TNC,AGRN,0
WDSUB1,AGRN,8
ZC3H3,AGRN,8
ACOT2,AGRN,8
CDH3,AGRN,4
FAAP100,AGRN,8
FCGBP,AGRN,8
PPFIBP2,AGRN,5
RPTN,AGRN,8
USP8,AGRN,8
AGRN,ALG14,8
DIP2A,ALG14,8
KIF13B,ALG14,7
KRT79,ALG14,8
MICALL2,ALG14,8
NPHP3,ALG14,7
RAD51AP1,ALG14,7
RP1,ALG14,8
DNAH7,ALG14,7
FHOD3,ALG14,7
HSPG2,ALG14,8
LEFTY2,ALG14,8
NCKAP5L,ALG14,7
NOTCH4,ALG14,8
PRRT3,ALG14,8
PTPN14,ALG14,8
SMTN,ALG14,8
SRMS,ALG14,8
TOR2A,ALG14,6
C1orf94,ALG14,7
CASP5,ALG14,7
DMXL2,ALG14,8
KIAA1109,ALG14,7
LILRA1,ALG14,8
LOXL3,ALG14,8
LRP2,ALG14,8
NAT8B,ALG14,7
UNC13C,ALG14,8
ZP4,ALG14,8
ABCB5,ALG14,7
AMPD1,ALG14,7
ATP6V0A4,ALG14,7
CFHR5,ALG14,8
LBP,ALG14,8
MYO10,ALG14,8
OTOP1,ALG14,7
PLB1,ALG14,7
RPL3L,ALG14,6
SLC28A1,ALG14,8
SLC44A4,ALG14,7
SPTBN5,ALG14,8
TNXB,ALG14,8
VCAN,ALG14,8
VWA5B2,ALG14,8
ZNF778,ALG14,8
ANKRD12,ALG14,7
CDH23,ALG14,8
CES5A,ALG14,7
CHGB,ALG14,8
FGL1,ALG14,6
GRIN3B,ALG14,8
MCM8,ALG14,7
MYBPC2,ALG14,8
MYH15,ALG14,8
SELENOO,ALG14,6
TIAM1,ALG14,8
ZNF273,ALG14,8
BAIAP3,ALG14,8
C2CD3,ALG14,7
CFB,ALG14,8
COL15A1,ALG14,8
FHAD1,ALG14,5
HEATR1,ALG14,6
LAMA2,ALG14,8
MUC4,ALG14,6
OR10G9,ALG14,8
CHIT1,ALG14,7
DNAAF1,ALG14,7
DNAH17,ALG14,8
DNAH3,ALG14,7
NBEA,ALG14,7
SIGLEC12,ALG14,8
TNC,ALG14,8
WDSUB1,ALG14,7
ZC3H3,ALG14,6
ACOT2,ALG14,7
CDH3,ALG14,8
FAAP100,ALG14,7
FCGBP,ALG14,7
PPFIBP2,ALG14,8
RPTN,ALG14,8
USP8,ALG14,7
AGRN,ALG14,8
AGRN,ALG2,8
DIP2A,ALG2,8
KIF13B,ALG2,7
KRT79,ALG2,8
MICALL2,ALG2,8
NPHP3,ALG2,7
RAD51AP1,ALG2,7
RP1,ALG2,8
DNAH7,ALG2,7
FHOD3,ALG2,7
HSPG2,ALG2,8
LEFTY2,ALG2,8
NCKAP5L,ALG2,7
NOTCH4,ALG2,8
PRRT3,ALG2,8
PTPN14,ALG2,8
SMTN,ALG2,8
SRMS,ALG2,8
TOR2A,ALG2,6
C1orf94,ALG2,7
CASP5,ALG2,7
DMXL2,ALG2,8
KIAA1109,ALG2,7
LILRA1,ALG2,8
LOXL3,ALG2,8
LRP2,ALG2,8
NAT8B,ALG2,7
UNC13C,ALG2,8
ZP4,ALG2,8
ABCB5,ALG2,7
AMPD1,ALG2,7
ATP6V0A4,ALG2,7
CFHR5,ALG2,8
LBP,ALG2,8
MYO10,ALG2,8
OTOP1,ALG2,7
PLB1,ALG2,7
RPL3L,ALG2,6
SLC28A1,ALG2,8
SLC44A4,ALG2,7
SPTBN5,ALG2,8
TNXB,ALG2,8
VCAN,ALG2,8
VWA5B2,ALG2,8
ZNF778,ALG2,8
ANKRD12,ALG2,7
CDH23,ALG2,8
CES5A,ALG2,7
CHGB,ALG2,8
FGL1,ALG2,6
GRIN3B,ALG2,8
MCM8,ALG2,7
MYBPC2,ALG2,8
MYH15,ALG2,8
SELENOO,ALG2,6
TIAM1,ALG2,8
ZNF273,ALG2,8
BAIAP3,ALG2,8
C2CD3,ALG2,7
CFB,ALG2,8
COL15A1,ALG2,8
FHAD1,ALG2,4
HEATR1,ALG2,6
LAMA2,ALG2,8
MUC4,ALG2,6
OR10G9,ALG2,8
CHIT1,ALG2,7
DNAAF1,ALG2,7
DNAH17,ALG2,8
DNAH3,ALG2,7
NBEA,ALG2,7
SIGLEC12,ALG2,8
TNC,ALG2,8
WDSUB1,ALG2,7
ZC3H3,ALG2,6
ACOT2,ALG2,7
CDH3,ALG2,8
FAAP100,ALG2,7
FCGBP,ALG2,7
PPFIBP2,ALG2,8
RPTN,ALG2,8
USP8,ALG2,7
AGRN,ALG2,8
ALG14,ALG2,5
AGRN,CHAT,8
DIP2A,CHAT,8
KIF13B,CHAT,7
KRT79,CHAT,8
MICALL2,CHAT,8
NPHP3,CHAT,7
RAD51AP1,CHAT,7
RP1,CHAT,8
DNAH7,CHAT,7
FHOD3,CHAT,7
HSPG2,CHAT,8
LEFTY2,CHAT,8
NCKAP5L,CHAT,7
NOTCH4,CHAT,8
PRRT3,CHAT,8
PTPN14,CHAT,8
SMTN,CHAT,8
SRMS,CHAT,8
TOR2A,CHAT,7
C1orf94,CHAT,7
CASP5,CHAT,7
DMXL2,CHAT,8
KIAA1109,CHAT,7
LILRA1,CHAT,8
LOXL3,CHAT,8
LRP2,CHAT,8
NAT8B,CHAT,7
UNC13C,CHAT,8
ZP4,CHAT,8
ABCB5,CHAT,7
AMPD1,CHAT,7
ATP6V0A4,CHAT,7
CFHR5,CHAT,8
LBP,CHAT,8
MYO10,CHAT,8
OTOP1,CHAT,7
PLB1,CHAT,7
RPL3L,CHAT,6
SLC28A1,CHAT,8
SLC44A4,CHAT,7
SPTBN5,CHAT,8
TNXB,CHAT,8
VCAN,CHAT,8
VWA5B2,CHAT,8
ZNF778,CHAT,8
ANKRD12,CHAT,7
CDH23,CHAT,8
CES5A,CHAT,7
CHGB,CHAT,8
FGL1,CHAT,6
GRIN3B,CHAT,8
MCM8,CHAT,7
MYBPC2,CHAT,8
MYH15,CHAT,8
SELENOO,CHAT,6
TIAM1,CHAT,8
ZNF273,CHAT,8
BAIAP3,CHAT,8
C2CD3,CHAT,7
CFB,CHAT,8
COL15A1,CHAT,8
FHAD1,CHAT,6
HEATR1,CHAT,6
LAMA2,CHAT,8
MUC4,CHAT,6
OR10G9,CHAT,8
CHIT1,CHAT,7
DNAAF1,CHAT,7
DNAH17,CHAT,8
DNAH3,CHAT,7
NBEA,CHAT,7
SIGLEC12,CHAT,8
TNC,CHAT,8
WDSUB1,CHAT,7
ZC3H3,CHAT,6
ACOT2,CHAT,7
CDH3,CHAT,8
FAAP100,CHAT,7
FCGBP,CHAT,7
PPFIBP2,CHAT,8
RPTN,CHAT,8
USP8,CHAT,7
AGRN,CHAT,8
ALG14,CHAT,6
ALG2,CHAT,6
AGRN,CHRNA1,7
DIP2A,CHRNA1,7
KIF13B,CHRNA1,8
KRT79,CHRNA1,8
MICALL2,CHRNA1,7
NPHP3,CHRNA1,8
RAD51AP1,CHRNA1,8
RP1,CHRNA1,7
DNAH7,CHRNA1,8
FHOD3,CHRNA1,8
HSPG2,CHRNA1,7
LEFTY2,CHRNA1,7
NCKAP5L,CHRNA1,8
NOTCH4,CHRNA1,7
PRRT3,CHRNA1,7
PTPN14,CHRNA1,7
SMTN,CHRNA1,6
SRMS,CHRNA1,7
TOR2A,CHRNA1,8
C1orf94,CHRNA1,8
CASP5,CHRNA1,8
DMXL2,CHRNA1,7
KIAA1109,CHRNA1,8
LILRA1,CHRNA1,7
LOXL3,CHRNA1,7
LRP2,CHRNA1,7
NAT8B,CHRNA1,8
UNC13C,CHRNA1,7
ZP4,CHRNA1,7
ABCB5,CHRNA1,8
AMPD1,CHRNA1,8
ATP6V0A4,CHRNA1,8
CFHR5,CHRNA1,7
LBP,CHRNA1,7
MYO10,CHRNA1,7
OTOP1,CHRNA1,8
PLB1,CHRNA1,8
RPL3L,CHRNA1,8
SLC28A1,CHRNA1,6
SLC44A4,CHRNA1,8
SPTBN5,CHRNA1,7
TNXB,CHRNA1,7
VCAN,CHRNA1,7
VWA5B2,CHRNA1,7
ZNF778,CHRNA1,8
ANKRD12,CHRNA1,8
CDH23,CHRNA1,7
CES5A,CHRNA1,8
CHGB,CHRNA1,7
FGL1,CHRNA1,8
GRIN3B,CHRNA1,6
MCM8,CHRNA1,8
MYBPC2,CHRNA1,7
MYH15,CHRNA1,6
SELENOO,CHRNA1,8
TIAM1,CHRNA1,7
ZNF273,CHRNA1,8
BAIAP3,CHRNA1,7
C2CD3,CHRNA1,8
CFB,CHRNA1,7
COL15A1,CHRNA1,7
FHAD1,CHRNA1,8
HEATR1,CHRNA1,8
LAMA2,CHRNA1,7
MUC4,CHRNA1,8
OR10G9,CHRNA1,8
CHIT1,CHRNA1,8
DNAAF1,CHRNA1,8
DNAH17,CHRNA1,7
DNAH3,CHRNA1,8
NBEA,CHRNA1,7
SIGLEC12,CHRNA1,7
TNC,CHRNA1,7
WDSUB1,CHRNA1,8
ZC3H3,CHRNA1,8
ACOT2,CHRNA1,8
CDH3,CHRNA1,7
FAAP100,CHRNA1,8
FCGBP,CHRNA1,8
PPFIBP2,CHRNA1,7
RPTN,CHRNA1,8
USP8,CHRNA1,8
AGRN,CHRNA1,7
ALG14,CHRNA1,4
ALG2,CHRNA1,8
CHAT,CHRNA1,8
AGRN,CHRNB1,7
DIP2A,CHRNB1,7
KIF13B,CHRNB1,8
KRT79,CHRNB1,8
MICALL2,CHRNB1,7
NPHP3,CHRNB1,8
RAD51AP1,CHRNB1,8
RP1,CHRNB1,7
DNAH7,CHRNB1,8
FHOD3,CHRNB1,8
HSPG2,CHRNB1,7
LEFTY2,CHRNB1,7
NCKAP5L,CHRNB1,8
NOTCH4,CHRNB1,7
PRRT3,CHRNB1,7
PTPN14,CHRNB1,7
SMTN,CHRNB1,6
SRMS,CHRNB1,7
TOR2A,CHRNB1,8
C1orf94,CHRNB1,8
CASP5,CHRNB1,8
DMXL2,CHRNB1,7
KIAA1109,CHRNB1,8
LILRA1,CHRNB1,7
LOXL3,CHRNB1,7
LRP2,CHRNB1,7
NAT8B,CHRNB1,8
UNC13C,CHRNB1,7
ZP4,CHRNB1,7
ABCB5,CHRNB1,8
AMPD1,CHRNB1,8
ATP6V0A4,CHRNB1,8
CFHR5,CHRNB1,7
LBP,CHRNB1,7
MYO10,CHRNB1,7
OTOP1,CHRNB1,8
PLB1,CHRNB1,8
RPL3L,CHRNB1,8
SLC28A1,CHRNB1,6
SLC44A4,CHRNB1,8
SPTBN5,CHRNB1,7
TNXB,CHRNB1,7
VCAN,CHRNB1,7
VWA5B2,CHRNB1,7
ZNF778,CHRNB1,8
ANKRD12,CHRNB1,8
CDH23,CHRNB1,7
CES5A,CHRNB1,8
CHGB,CHRNB1,7
FGL1,CHRNB1,8
GRIN3B,CHRNB1,6
MCM8,CHRNB1,8
MYBPC2,CHRNB1,7
MYH15,CHRNB1,6
SELENOO,CHRNB1,8
TIAM1,CHRNB1,7
ZNF273,CHRNB1,8
BAIAP3,CHRNB1,7
C2CD3,CHRNB1,8
CFB,CHRNB1,7
COL15A1,CHRNB1,7
FHAD1,CHRNB1,8
HEATR1,CHRNB1,8
LAMA2,CHRNB1,7
MUC4,CHRNB1,8
OR10G9,CHRNB1,8
CHIT1,CHRNB1,8
DNAAF1,CHRNB1,8
DNAH17,CHRNB1,7
DNAH3,CHRNB1,8
NBEA,CHRNB1,7
SIGLEC12,CHRNB1,7
TNC,CHRNB1,7
WDSUB1,CHRNB1,8
ZC3H3,CHRNB1,8
ACOT2,CHRNB1,8
CDH3,CHRNB1,7
FAAP100,CHRNB1,8
FCGBP,CHRNB1,8
PPFIBP2,CHRNB1,7
RPTN,CHRNB1,8
USP8,CHRNB1,8
AGRN,CHRNB1,7
ALG14,CHRNB1,4
ALG2,CHRNB1,8
CHAT,CHRNB1,8
CHRNA1,CHRNB1,0
AGRN,CHRND,7
DIP2A,CHRND,7
KIF13B,CHRND,8
KRT79,CHRND,8
MICALL2,CHRND,7
NPHP3,CHRND,8
RAD51AP1,CHRND,8
RP1,CHRND,7
DNAH7,CHRND,8
FHOD3,CHRND,8
HSPG2,CHRND,7
LEFTY2,CHRND,7
NCKAP5L,CHRND,8
NOTCH4,CHRND,7
PRRT3,CHRND,7
PTPN14,CHRND,7
SMTN,CHRND,6
SRMS,CHRND,7
TOR2A,CHRND,8
C1orf94,CHRND,8
CASP5,CHRND,8
DMXL2,CHRND,7
KIAA1109,CHRND,8
LILRA1,CHRND,7
LOXL3,CHRND,7
LRP2,CHRND,7
NAT8B,CHRND,8
UNC13C,CHRND,7
ZP4,CHRND,7
ABCB5,CHRND,8
AMPD1,CHRND,8
ATP6V0A4,CHRND,8
CFHR5,CHRND,7
LBP,CHRND,7
MYO10,CHRND,7
OTOP1,CHRND,8
PLB1,CHRND,8
RPL3L,CHRND,8
SLC28A1,CHRND,6
SLC44A4,CHRND,8
SPTBN5,CHRND,7
TNXB,CHRND,7
VCAN,CHRND,7
VWA5B2,CHRND,7
ZNF778,CHRND,8
ANKRD12,CHRND,8
CDH23,CHRND,7
CES5A,CHRND,8
CHGB,CHRND,7
FGL1,CHRND,8
GRIN3B,CHRND,6
MCM8,CHRND,8
MYBPC2,CHRND,7
MYH15,CHRND,6
SELENOO,CHRND,8
TIAM1,CHRND,7
ZNF273,CHRND,8
BAIAP3,CHRND,7
C2CD3,CHRND,8
CFB,CHRND,7
COL15A1,CHRND,7
FHAD1,CHRND,8
HEATR1,CHRND,8
LAMA2,CHRND,7
MUC4,CHRND,8
OR10G9,CHRND,8
CHIT1,CHRND,8
DNAAF1,CHRND,8
DNAH17,CHRND,7
DNAH3,CHRND,8
NBEA,CHRND,7
SIGLEC12,CHRND,7
TNC,CHRND,7
WDSUB1,CHRND,8
ZC3H3,CHRND,8
ACOT2,CHRND,8
CDH3,CHRND,7
FAAP100,CHRND,8
FCGBP,CHRND,8
PPFIBP2,CHRND,7
RPTN,CHRND,8
USP8,CHRND,8
AGRN,CHRND,7
ALG14,CHRND,4
ALG2,CHRND,8
CHAT,CHRND,8
CHRNA1,CHRND,0
CHRNB1,CHRND,0
AGRN,CHRNE,7
DIP2A,CHRNE,7
KIF13B,CHRNE,8
KRT79,CHRNE,8
MICALL2,CHRNE,7
NPHP3,CHRNE,8
RAD51AP1,CHRNE,8
RP1,CHRNE,7
DNAH7,CHRNE,8
FHOD3,CHRNE,8
HSPG2,CHRNE,7
LEFTY2,CHRNE,7
NCKAP5L,CHRNE,8
NOTCH4,CHRNE,7
PRRT3,CHRNE,7
PTPN14,CHRNE,7
SMTN,CHRNE,6
SRMS,CHRNE,7
TOR2A,CHRNE,8
C1orf94,CHRNE,8
CASP5,CHRNE,8
DMXL2,CHRNE,7
KIAA1109,CHRNE,8
LILRA1,CHRNE,7
LOXL3,CHRNE,7
LRP2,CHRNE,7
NAT8B,CHRNE,8
UNC13C,CHRNE,7
ZP4,CHRNE,7
ABCB5,CHRNE,8
AMPD1,CHRNE,8
ATP6V0A4,CHRNE,8
CFHR5,CHRNE,7
LBP,CHRNE,7
MYO10,CHRNE,7
OTOP1,CHRNE,8
PLB1,CHRNE,8
RPL3L,CHRNE,8
SLC28A1,CHRNE,6
SLC44A4,CHRNE,8
SPTBN5,CHRNE,7
TNXB,CHRNE,7
VCAN,CHRNE,7
VWA5B2,CHRNE,7
ZNF778,CHRNE,8
ANKRD12,CHRNE,8
CDH23,CHRNE,7
CES5A,CHRNE,8
CHGB,CHRNE,7
FGL1,CHRNE,8
GRIN3B,CHRNE,6
MCM8,CHRNE,8
MYBPC2,CHRNE,7
MYH15,CHRNE,6
SELENOO,CHRNE,8
TIAM1,CHRNE,7
ZNF273,CHRNE,8
BAIAP3,CHRNE,7
C2CD3,CHRNE,8
CFB,CHRNE,7
COL15A1,CHRNE,7
FHAD1,CHRNE,8
HEATR1,CHRNE,8
LAMA2,CHRNE,7
MUC4,CHRNE,8
OR10G9,CHRNE,8
CHIT1,CHRNE,8
DNAAF1,CHRNE,8
DNAH17,CHRNE,7
DNAH3,CHRNE,8
NBEA,CHRNE,7
SIGLEC12,CHRNE,7
TNC,CHRNE,7
WDSUB1,CHRNE,8
ZC3H3,CHRNE,8
ACOT2,CHRNE,8
CDH3,CHRNE,7
FAAP100,CHRNE,8
FCGBP,CHRNE,8
PPFIBP2,CHRNE,7
RPTN,CHRNE,8
USP8,CHRNE,8
AGRN,CHRNE,7
ALG14,CHRNE,4
ALG2,CHRNE,8
CHAT,CHRNE,8
CHRNA1,CHRNE,0
CHRNB1,CHRNE,0
CHRND,CHRNE,0
AGRN,CHRNG,7
DIP2A,CHRNG,7
KIF13B,CHRNG,8
KRT79,CHRNG,8
MICALL2,CHRNG,7
NPHP3,CHRNG,8
RAD51AP1,CHRNG,8
RP1,CHRNG,7
DNAH7,CHRNG,8
FHOD3,CHRNG,8
HSPG2,CHRNG,7
LEFTY2,CHRNG,7
NCKAP5L,CHRNG,8
NOTCH4,CHRNG,7
PRRT3,CHRNG,7
PTPN14,CHRNG,7
SMTN,CHRNG,6
SRMS,CHRNG,7
TOR2A,CHRNG,8
C1orf94,CHRNG,8
CASP5,CHRNG,8
DMXL2,CHRNG,7
KIAA1109,CHRNG,8
LILRA1,CHRNG,7
LOXL3,CHRNG,7
LRP2,CHRNG,7
NAT8B,CHRNG,8
UNC13C,CHRNG,7
ZP4,CHRNG,7
ABCB5,CHRNG,8
AMPD1,CHRNG,8
ATP6V0A4,CHRNG,8
CFHR5,CHRNG,7
LBP,CHRNG,7
MYO10,CHRNG,7
OTOP1,CHRNG,8
PLB1,CHRNG,8
RPL3L,CHRNG,8
SLC28A1,CHRNG,6
SLC44A4,CHRNG,8
SPTBN5,CHRNG,7
TNXB,CHRNG,7
VCAN,CHRNG,7
VWA5B2,CHRNG,7
ZNF778,CHRNG,8
ANKRD12,CHRNG,8
